"Malli";"Numero";"Kohteen osoite";"Postinumero";"Postitoimipaikka";"Sijaintipaikan tyyppi";"Sijaintipaikka";"Aukioloaika";"Aukioloaika (lisätiedot)";"Koordinaatti LAT";"Koordinaatti LON"
"EP";="05539";"KAUPPAKARTANONKATU 3";="00930";"HELSINKI";"TAVARATALO";"K-CITYMARKET ITÄKESKUS";="LIIKETILAN AUKIOLO";="";"60.208918";"25.085616"
"O";="04893";"TALLINNANAUKIO 1";="00930";"HELSINKI";"PANKIN KONTTORI";"DANSKE HKI  ITIS";="24 H AUKIOLO";="";"60.209980";"25.077399"
"O";="03723";"TURUNLINNANTIE 14";="00930";"HELSINKI";"PANKIN KONTTORI";"OP ITIS";="24 H AUKIOLO";="";"60.210578";"25.078044"
"P";="05738";"KEINULAUDANKUJA 4";="00940";"HELSINKI";"KAUPPA";"K-SUPERMARKET KONTUMARKET";="24 H AUKIOLO";="";"60.235940";"25.082940"
"P";="05739";"KEINULAUDANKUJA 4";="00940";"HELSINKI";"KAUPPA";"K-SUPERMARKET KONTUMARKET";="24 H AUKIOLO";="";"60.235940";"25.082940"
"O";="04057";"OSTOSTIE 4";="00940";"HELSINKI";"POSTI";"POSTI KONTULA";="24 H AUKIOLO";="";"60.238333";"25.083632"
"O";="05158";"VARTIOKYLÄNTIE 3";="00950";"HELSINKI";"KAUPPA";"ALEPA VARTIOKYLÄ";="24 H AUKIOLO";="";"60.218540";"25.102857"
"P";="05733";"MUSTALAHDENTIE 4";="00960";"HELSINKI";"KAUPPA";"S-MARKET VUOSAARI";="24 H AUKIOLO";="";"60.221790";"25.139088"
"O";="04449";"OUNASVAARANTIE 9";="00970";"HELSINKI";"METROASEMA";"METROASEMA MELLUNMÄKI";="LIIKETILAN AUKIOLO";="";"60.238974";"25.112239"
"EP";="05473";"MERI-RASTILANKUJA 2";="00980";"HELSINKI";"KAUPPA";"S-MARKET MERI-RASTILA";="LIIKETILAN AUKIOLO";="";"60.203870";"25.118432"
"O";="04579";"RAHTARINKATU 2";="00980";"HELSINKI";"LIIKENNEPAIKKA";"ABC VUOSAAREN SATAMA";="24 H AUKIOLO";="";"60.224789";"25.168155"
"O";="04696";"VUOTIE 45";="00980";"HELSINKI";"KAUPPAKESKUS";"COLUMBUS";="24 H AUKIOLO";="";"60.207100";"25.146260"
"EP";="05449";"VUOTIE 45";="00980";"HELSINKI";"KAUPPAKESKUS";"COLUMBUS / S-MARKET";="LIIKETILAN AUKIOLO";="";"60.207095";"25.146262"
"EP";="05581";"VUOTIE 45";="00980";"HELSINKI";"KAUPPAKESKUS";"COLUMBUS / CITYMARKET";="LIIKETILAN AUKIOLO";="";"60.207095";"25.146262"
"T";="40052";"VUOTIE 45";="00980";"HELSINKI";"KAUPPAKESKUS";"COLUMBUS / CITYMARKET";="LIIKETILAN AUKIOLO";="";"60.207100";"25.146260"
"P";="05846";"TERVEYSTIE 3";="01150";"SIPOO";"PANKIN KONTTORI";"OP SÖDERKULLA";="24 H AUKIOLO";="";"60.298413";"25.326374"
"P";="05794";"KANNUSKUJA 2";="01200";"VANTAA";"KAUPPA";"S-MARKET HAKUNILA";="24 H AUKIOLO";="";"60.280030";"25.109290"
"P";="05811";"LAUKKARINNE 4";="01200";"VANTAA";"LIIKEKIINTEISTÖ";"LIIKETILA";="24 H AUKIOLO";="";"60.278910";"25.104300"
"O";="04854";"LAUKKARINNE 6";="01200";"VANTAA";"LIIKEKIINTEISTÖ";"HAKUNILAN APTEEKKI";="24 H AUKIOLO";="";"60.278755";"25.103924"
"O";="05003";"PORTTISUONTIE 18";="01200";"VANTAA";"TAVARATALO";"IKEA VANTAA";="24 H AUKIOLO";="";"60.277728";"25.083470"
"O";="05211";"KOIVUMÄENTIE 20";="01230";"VANTAA";"KAUPPA";"K-MARKET KASTANJA";="24 H AUKIOLO";="";"60.266612";"25.099556"
"O";="04463";"ITÄINEN VALKOISENLÄHTEENT. 19";="01260";"VANTAA";"KAUPPA";"K-MARKET HONKATORI";="24 H AUKIOLO";="";"60.297670";"25.103410"
"P";="05882";"KUULAKUJA 5";="01280";"VANTAA";"KAUPPA";"ALEPA KUULAKUJA";="24 H AUKIOLO";="";"60.244742";"25.109739"
"O";="04676";"ASEMATIE 10";="01300";"VANTAA";"PANKIN KONTTORI";"NORDEA TIKKURILA";="24 H AUKIOLO";="";"60.292950";"25.041020"
"T";="40015";"ASEMATIE 10";="01300";"VANTAA";"PANKIN KONTTORI";"NORDEA TIKKURILA";="ITSEPALVELUALUEEN AUKIOLO";="ma-su klo 06-22";"60.292960";"25.041290"
"P";="05810";"ASEMATIE 2";="01300";"VANTAA";"KAUPPAKESKUS";"TIKKURI";="LIIKETILAN AUKIOLO";="";"60.292080";"25.042800"
"O";="04997";"KIELOTIE 11";="01300";"VANTAA";"PANKIN KONTTORI";"OP VANTAA TIKKURILA";="24 H AUKIOLO";="";"60.293150";"25.037930"
"O";="04655";"KIELOTIE 29";="01300";"VANTAA";"KAUPPA";"K-MARKET KIELOTIE";="24 H AUKIOLO";="";"60.300909";"25.040231"
"EP";="05476";"PELTOLANTIE 1";="01300";"VANTAA";"KAUPPA";"K-SUPERMARKET YLIVETO";="LIIKETILAN AUKIOLO";="";"60.293727";"25.032057"
"EP";="05579";"TIKKURAITTI 20";="01300";"VANTAA";"TAVARATALO";"PRISMA TIKKURILA";="LIIKETILAN AUKIOLO";="";"60.293100";"25.034130"
"EP";="05580";"TIKKURAITTI 20";="01300";"VANTAA";"TAVARATALO";"PRISMA TIKKURILA";="LIIKETILAN AUKIOLO";="";"60.293090";"25.034130"
"P";="05886";"LEINIKKITIE 20";="01350";"VANTAA";"KIOSKI";"R-KIOSKI SIMONKYLÄ";="24 H AUKIOLO";="";"60.309880";"25.031440"
"O";="05166";"ETELÄINEN RASTITIE 2";="01360";"VANTAA";"KAUPPA";"VALINTATALO-HAVUKOSKI";="24 H AUKIOLO";="";"60.320836";"25.073328"
"O";="03741";"KOIVUKYLÄN PUISTOTIE 1";="01360";"VANTAA";"KAUPPA";"ALEPA KOIVUKYLÄN PUISTOTIE";="24 H AUKIOLO";="";"60.322834";"25.061910"
"P";="05828";"NIINIKUJA 2";="01360";"VANTAA";"KAUPPA";"S-MARKET KOIVUKYLÄ";="24 H AUKIOLO";="";"60.322773";"25.055490"
"O";="04803";"KOIVUKYLÄNVÄYLÄ 66";="01390";"VANTAA";"LIIKENNEPAIKKA";"ABC ILOLA";="24 H AUKIOLO";="";"60.324328";"25.024241"
"O";="05237";"TUUSULANTIE 10";="01390";"VANTAA";"HUOLTOASEMA";"SHELL RUSKEASANTA";="24 H AUKIOLO";="";"60.308171";"24.999114"
"O";="04904";"LAURINTIE 145";="01400";"VANTAA";"LIIKEKIINTEISTÖ";"RENTUN RUUSU";="24 H AUKIOLO";="";"60.330562";"25.071507"
"O";="05438";"OJALEHDONKUJA 1";="01400";"VANTAA";"TAVARATALO";"K-CITYMARKET KOIVUKYLÄ";="24 H AUKIOLO";="";"60.324999";"25.058150"
"O";="04907";"MAAKOTKANTIE 12";="01450";"VANTAA";"PANKIN KONTTORI";"NORDEA KORSO";="24 H AUKIOLO";="";"60.350290";"25.075390"
"O";="04821";"MERIKOTKANPOLKU 2";="01450";"VANTAA";"PANKIN KONTTORI";"OP KORSO";="24 H AUKIOLO";="";"60.351000";"25.076580"
"T";="40018";"MERIKOTKANPOLKU 2";="01450";"VANTAA";"PANKIN KONTTORI";"OP KORSO";="ITSEPALVELUALUEEN AUKIOLO";="ma-su klo 06-21";"60.351020";"25.076600"
"P";="05790";"METSOLANTIE 2";="01450";"VANTAA";"KAUPPA";"S-MARKET KORSON ASEMA";="24 H AUKIOLO";="";"60.351016";"25.079549"
"O";="05220";"MINKKIKUJA 4";="01450";"VANTAA";"KAUPPA";"K-SUPERMARKET VELJEKSET KORSO";="24 H AUKIOLO";="";"60.349931";"25.079516"
"O";="04766";"MARSINRINNE 8";="01480";"VANTAA";"KAUPPA";"K-MARKET MIKKOLA";="24 H AUKIOLO";="";"60.341863";"25.094663"
"P";="05897";"VALIMOTIE 9";="01510";"VANTAA";"TAVARATALO";"K-CITYMARKET VANTAA TAMMISTO";="24 H AUKIOLO";="";"60.272555";"24.970083"
"O";="03888";"VANTAANPORTINKATU 3";="01510";"VANTAA";"KAUPPAKESKUS";"JUMBO / 2 KRS VANHAN PÄÄOVEN VIERESSÄ";="LIIKETILAN AUKIOLO";="";"60.291210";"24.965710"
"O";="04260";"VANTAANPORTINKATU 3";="01510";"VANTAA";"KAUPPAKESKUS";"JUMBO / PRISMA";="LIIKETILAN AUKIOLO";="";"60.291010";"24.965050"
"O";="04682";"VANTAANPORTINKATU 3";="01510";"VANTAA";"KAUPPAKESKUS";"JUMBO / CITYMARKET";="LIIKETILAN AUKIOLO";="";"60.290970";"24.965040"
"EP";="05598";"VANTAANPORTINKATU 3";="01510";"VANTAA";"KAUPPAKESKUS";"JUMBO / 1.KRS. ROBERTS COFFEEN KOHDALLA";="LIIKETILAN AUKIOLO";="";"60.291870";"24.965050"
"T";="40004";"VANTAANPORTINKATU 7";="01510";"VANTAA";"KAUPPAKESKUS";"JUMBO / 1 KRS STOCKMANNIN EDUSTA";="LIIKETILAN AUKIOLO";="";"60.291970";"24.964640"
"O";="04511";"LENTOASEMANTIE 1";="01530";"VANTAA";"LENTOASEMA";"L-AS. T1 / SAAPUVA AULA";="LIIKETILAN AUKIOLO";="";"60.315710";"24.970550"
"EP";="05488";"LENTOASEMANTIE 1";="01530";"VANTAA";"LENTOASEMA";"L-AS T1, PORTTI 14 VASTAPÄÄTÄ";="LIIKETILAN AUKIOLO";="";"60.314030";"24.971970"
"EP";="05495";"LENTOASEMANTIE 1";="01530";"VANTAA";"LENTOASEMA";"L-AS. T2 / TRANSITALUE, PORTTI 26 ETU";="LIIKETILAN AUKIOLO";="";"60.318960";"24.967080"
"EP";="05638";"LENTOASEMANTIE 1";="01530";"VANTAA";"LENTOASEMA";"L-AS T2 / TULOAULA 2";="LIIKETILAN AUKIOLO";="";"60.318280";"24.966690"
"EP";="05691";"LENTOASEMANTIE 1";="01530";"VANTAA";"LENTOASEMA";"L-AS. T2 LÄHTÖAULA 2";="LIIKETILAN AUKIOLO";="";"60.318048";"24.966429"
"EP";="05694";"LENTOASEMANTIE 1";="01530";"VANTAA";"LENTOASEMA";"L-AS. T2 / TRANSITALUE, PORTTI 26 TAKA";="LIIKETILAN AUKIOLO";="";"60.319010";"24.967460"
"EP";="05470";"ISKOSKUJA 3";="01600";"VANTAA";"KAUPPAKESKUS";"MYYRMANNI LIUKUPORTAAN ALLA";="LIIKETILAN AUKIOLO";="";"60.259900";"24.851840"
"EP";="05471";"ISKOSKUJA 3";="01600";"VANTAA";"KAUPPAKESKUS";"MYYRMANNI LIUKUPORTAAN ALLA";="LIIKETILAN AUKIOLO";="";"60.259900";"24.851840"
"EP";="05582";"ISKOSKUJA 3";="01600";"VANTAA";"KAUPPAKESKUS";"MYYRMANNI KAUPPAKÄYTÄVÄ";="LIIKETILAN AUKIOLO";="";"60.259898";"24.851839"
"EP";="05584";"ISKOSKUJA 3";="01600";"VANTAA";"KAUPPAKESKUS";"MYYRMANNI KAUPPAKÄYTÄVÄ";="LIIKETILAN AUKIOLO";="";"60.259898";"24.851839"
"O";="03797";"JÖNSAKSENTIE 6";="01600";"VANTAA";"KIOSKI";"R-KIOSKI MYYRMÄKI";="24 H AUKIOLO";="";"60.261939";"24.856176"
"T";="40019";"MYYRMÄENRAITTI 2";="01600";"VANTAA";"PANKIN KONTTORI";"OP MYYRMÄKI";="ITSEPALVELUALUEEN AUKIOLO";="ma-su klo 6-21";"60.262800";"24.852120"
"O";="04298";"UOMATIE 11";="01600";"VANTAA";"KIOSKI";"R-KIOSKI MYYRMÄKI";="24 H AUKIOLO";="";"60.269906";"24.848860"
"O";="04612";"UKONKIVENPOLKU 11";="01610";"VANTAA";"KAUPPA";"S-MARKET KAIVOKSELA";="24 H AUKIOLO";="";"60.262759";"24.869709"
"P";="05792";"KIVIVUORENTIE 4";="01620";"VANTAA";"KAUPPAKESKUS";"OSTARI MARTINLAAKSO";="24 H AUKIOLO";="";"60.277813";"24.853606"
"EP";="05552";"LAAJANIITYNTIE 2";="01620";"VANTAA";"KAUPPAKESKUS";"MARTINKESKUS/ S-MARKET";="LIIKETILAN AUKIOLO";="";"60.276696";"24.848909"
"P";="05796";"LAAJAVUORENKUJA 2";="01620";"VANTAA";"KAUPPA";"K-SUPERMARKET MARTINLAAKSO";="24 H AUKIOLO";="";"60.281299";"24.844178"
"O";="04510";"AINONTIE 1";="01630";"VANTAA";"KAUPPA";"K-SUPERMARKET HÄMEENKYLÄ";="24 H AUKIOLO";="";"60.271015";"24.804015"
"O";="04876";"NUIJATIE 12";="01650";"VANTAA";"KAUPPA";"ALEPA RAJATORPPA";="24 H AUKIOLO";="";"60.258326";"24.828702"
"O";="04816";"LAMMASLAMMENTIE 9";="01710";"VANTAA";"KIOSKI";"R-KIOSKI PÄHKINÄRINNE";="24 H AUKIOLO";="";"60.262356";"24.804127"
"O";="03792";"MANTELIKUJA 1";="01710";"VANTAA";"KAUPPA";"SIWA PÄHKINÄRINNE";="24 H AUKIOLO";="";"60.256144";"24.804905"
"O";="04920";"KUONOMÄENTIE 2";="01800";"KLAUKKALA";"PANKIN KONTTORI";"NORDEA KLAUKKALA";="24 H AUKIOLO";="";"60.378895";"24.754024"
"P";="05795";"LEPSÄMÄNTIE 2";="01800";"KLAUKKALA";"KAUPPA";"S-MARKET KLAUKKALA";="24 H AUKIOLO";="";"60.381553";"24.748129"
"O";="05033";"LIIKEKUJA 1";="01800";"KLAUKKALA";"PANKIN KONTTORI";"OP KLAUKKALA";="24 H AUKIOLO";="";"60.380798";"24.751439"
"O";="04815";"VIIRINTIE 9";="01800";"KLAUKKALA";"TAVARATALO";"K-CITYMARKET KLAUKKALA";="24 H AUKIOLO";="";"60.377887";"24.759849"
"T";="40090";"VIIRINTIE 9";="01800";"KLAUKKALA";"TAVARATALO";"K-CITYMARKET KLAUKKALA / LIUKUPORTAIDEN LUONA";="LIIKETILAN AUKIOLO";="";"60.377890";"24.759850"
"O";="04917";"KESKUSTIE 6";="01900";"NURMIJÄRVI";"PANKIN KONTTORI";"OP NURMIJÄRVI";="24 H AUKIOLO";="";"60.461939";"24.806920"
"T";="40132";"MAHLAMÄENTIE 2";="01900";"NURMIJÄRVI";"KAUPPA";"K-SUPERMARKET NURMIJÄRVI";="LIIKETILAN AUKIOLO";="";"60.462750";"24.808940"
"EP";="05600";"KAUPPAMIEHENTIE 1";="02100";"ESPOO";"KAUPPAKESKUS";"HEIKINTORI";="LIIKETILAN AUKIOLO";="";"60.176710";"24.800808"
"O";="04224";"LÄNSITUULENKUJA 3";="02100";"ESPOO";"PANKIN KONTTORI";"AKTIA TAPIOLA";="24 H AUKIOLO";="";"60.175408";"24.802979"
"O";="04966";"LÄNSITUULENTIE 10";="02100";"ESPOO";"PANKIN KONTTORI";"NORDEA TAPIOLA";="24 H AUKIOLO";="";"60.175841";"24.804215"
"T";="40002";"LÄNSITUULENTIE 10";="02100";"ESPOO";"PANKIN KONTTORI";"NORDEA TAPIOLA";="ITSEPALVELUALUEEN AUKIOLO";="ma-su klo 06-22";"60.175760";"24.803860"
"EP";="05475";"LÄNSITUULENTIE 5";="02100";"ESPOO";"TAVARATALO";"STOCKMANN, TAPIOLA";="LIIKETILAN AUKIOLO";="";"60.175628";"24.804020"
"T";="40016";"LÄNSITUULENTIE 8";="02100";"ESPOO";"PANKIN KONTTORI";"OP ESPOO TAPIOLA";="ITSEPALVELUALUEEN AUKIOLO";="ma-su klo 06-21";"60.175910";"24.802850"
"O";="04448";"KALEVALANTIE 3";="02130";"ESPOO";"KAUPPA";"S-MARKET POHJOIS-TAPIOLA";="24 H AUKIOLO";="";"60.185627";"24.807920"
"O";="04964";"KIRVUNTIE 22";="02140";"ESPOO";"KAUPPA";"ALEPA LAAJALAHTI";="24 H AUKIOLO";="";"60.204049";"24.804965"
"P";="05800";"OTAKAARI 11";="02150";"ESPOO";"LIIKEKIINTEISTÖ";"OTANIEMEN LIIKEKESKUS";="24 H AUKIOLO";="";"60.184580";"24.830240"
"O";="04593";"UKKOHAUENTIE 11";="02170";"ESPOO";"KAUPPA";"S-MARKET HAUKILAHTI";="24 H AUKIOLO";="";"60.163017";"24.775722"
"O";="04809";"MANKKAANTIE 2";="02180";"ESPOO";"KAUPPA";"LIDL MANKKAA";="24 H AUKIOLO";="";"60.194456";"24.768548"
"O";="04068";"NIITTYKUMMUNTIE 2";="02200";"ESPOO";"KIOSKI";"R-KIOSKI  NIITTYTORIN OSTOSKESKUS";="24 H AUKIOLO";="";"60.169756";"24.760019"
"EP";="05480";"KOMEETANKATU 2";="02210";"ESPOO";"TAVARATALO";"PRISMA OLARI";="LIIKETILAN AUKIOLO";="";"60.167120";"24.735042"
"P";="05791";"KUUNKATU 3";="02210";"ESPOO";"KAUPPA";"S-MARKET OLARI";="24 H AUKIOLO";="";"60.172970";"24.728159"
"O";="04950";"MATINKATU 22";="02230";"ESPOO";"KAUPPA";"ALEPA MATINKYLÄ";="24 H AUKIOLO";="";"60.157874";"24.739865"
"P";="05743";"PIISPANSILTA 11";="02230";"ESPOO";"KAUPPAKESKUS";"ISO OMENA / HYPERTASO";="LIIKETILAN AUKIOLO";="";"60.162170";"24.738390"
"P";="05744";"PIISPANSILTA 11";="02230";"ESPOO";"KAUPPAKESKUS";"ISO OMENA / HYPERTASO";="LIIKETILAN AUKIOLO";="";"60.162110";"24.738440"
"T";="40123";"PIISPANSILTA 11";="02230";"ESPOO";"KAUPPAKESKUS";"ISO OMENA / P 1 TASO / AULA";="LIIKETILAN AUKIOLO";="";"60.161110";"24.738390"
"P";="05793";"MARTINSILLANTIE 2";="02270";"ESPOO";"HUOLTOASEMA";"NESTE SUOMENOJA";="24 H AUKIOLO";="";"60.162003";"24.700991"
"O";="04716";"MALMINKORPI 1";="02280";"ESPOO";"KAUPPA";"S-MARKET MALMINMÄKI";="24 H AUKIOLO";="";"60.181302";"24.678126"
"O";="04836";"ESPOONLAHDENKATU 4";="02320";"ESPOO";"KAUPPAKESKUS";"LIPPULAIVA / LINDEX";="24 H AUKIOLO";="";"60.148960";"24.657180"
"EP";="05525";"ESPOONLAHDENKATU 4";="02320";"ESPOO";"KAUPPAKESKUS";"LIPPULAIVA / K-SUPERMARKET SEILORI";="LIIKETILAN AUKIOLO";="";"60.148960";"24.657182"
"O";="04081";"KIVENLAHDENTIE 9";="02320";"ESPOO";"KAUPPA";"S-MARKET KIVENLAHDENTIE";="24 H AUKIOLO";="";"60.152509";"24.658048"
"P";="05808";"MERIVALKAMA 2";="02320";"ESPOO";"KAUPPA";"K-MARKET KIVENLAHTI";="24 H AUKIOLO";="";"60.154447";"24.634721"
"EP";="05693";"KUTOJANTIE 1";="02360";"ESPOO";"KAUPPA";"S-MARKET NIHTISILTA";="LIIKETILAN AUKIOLO";="";"60.209624";"24.752803"
"O";="04794";"SOUKANTIE 14";="02360";"ESPOO";"KAUPPA";"K-SUPERMARKET SOUKKA";="24 H AUKIOLO";="";"60.141381";"24.671166"
"O";="05110";"ASEMANKAARI 1";="02400";"KIRKKONUMMI";"LIIKEKIINTEISTÖ";"ASEMAN OSTARI";="24 H AUKIOLO";="";"60.121050";"24.441140"
"O";="04378";"ASEMANKULMA 2";="02400";"KIRKKONUMMI";"TAVARATALO";"K-CITYMARKET KIRKKONUMMI";="24 H AUKIOLO";="";"60.119394";"24.444228"
"T";="40089";"ASEMANKULMA 2";="02400";"KIRKKONUMMI";"TAVARATALO";"K-CITYMARKET KIRKKONUMMI / KOTI-PIZZAN VIERESSÄ";="LIIKETILAN AUKIOLO";="";"60.119390";"24.444230"
"EP";="05507";"MUNKINMÄENTIE 29";="02400";"KIRKKONUMMI";"TAVARATALO";"PRISMA KIRKKONUMMI";="LIIKETILAN AUKIOLO";="";"60.118878";"24.445183"
"O";="04272";"TALLINMÄKI 4";="02400";"KIRKKONUMMI";"PANKIN KONTTORI";"OP KIRKKONUMMI";="24 H AUKIOLO";="";"60.124366";"24.438515"
"O";="05010";"TINANKUJA 1";="02430";"MASALA";"KAUPPA";"K-MARKET MASALA";="24 H AUKIOLO";="";"60.157920";"24.535260"
"P";="05751";"SIUNTIONTIE 504";="02580";"SIUNTIO AS";"PANKIN KONTTORI";"AKTIA SIUNTIO";="24 H AUKIOLO";="";"60.138170";"24.227143"
"O";="03755";"LEPPÄVAARANKATU 3 - 9";="02600";"ESPOO";"KAUPPAKESKUS";"SELLO";="24 H AUKIOLO";="";"60.218880";"24.811440"
"EP";="05586";"LEPPÄVAARANKATU 3 - 9";="02600";"ESPOO";"KAUPPAKESKUS";"SELLO 2. KRS";="LIIKETILAN AUKIOLO";="";"60.218350";"24.811050"
"T";="40020";"LEPPÄVAARANKATU 3 - 9";="02600";"ESPOO";"KAUPPAKESKUS";"SELLO 1. KRS KÄYTÄVÄLLÄ (RATSUTORIN SIS.KÄYNTI)";="LIIKETILAN AUKIOLO";="";"60.217750";"24.811640"
"EP";="05587";"LEPPÄVAARANKATU 7";="02600";"ESPOO";"KAUPPAKESKUS";"SELLO";="LIIKETILAN AUKIOLO";="";"60.218560";"24.809380"
"EP";="05588";"LEPPÄVAARANKATU 7";="02600";"ESPOO";"KAUPPAKESKUS";"SELLO";="LIIKETILAN AUKIOLO";="";"60.218560";"24.809380"
"EP";="05589";"LEPPÄVAARANKATU 7";="02600";"ESPOO";"KAUPPAKESKUS";"SELLO";="LIIKETILAN AUKIOLO";="";"60.218560";"24.809380"
"P";="05835";"KARANIITYNTIE 2";="02610";"ESPOO";"KAUPPA";"S-MARKET KARAPORTTI";="24 H AUKIOLO";="";"60.224313";"24.759769"
"O";="04814";"KARAKALLIONTIE 10";="02620";"ESPOO";"KIOSKI";"R-KIOSKI  KARAKALLIO";="24 H AUKIOLO";="";"60.228609";"24.763818"
"EP";="05482";"NIHTISILTA 4";="02630";"ESPOO";"LIIKENNEPAIKKA";"ABC NIHTISILTA";="LIIKETILAN AUKIOLO";="";"60.207470";"24.749090"
"P";="05766";"SINIKALLIONTIE 1";="02630";"ESPOO";"LIIKEKIINTEISTÖ";"LIIKEKESKUS";="24 H AUKIOLO";="";"60.204200";"24.768030"
"EP";="05534";"KONSTAAPELINKATU 4";="02650";"ESPOO";"KAUPPAKESKUS";"LEPPÄVAARAN GALLERIA";="LIIKETILAN AUKIOLO";="";"60.221486";"24.812290"
"O";="04252";"PROMENADI 1";="02700";"KAUNIAINEN";"PANKIN KONTTORI";"NORDEA KAUNIAINEN";="24 H AUKIOLO";="";"60.210030";"24.728180"
"O";="04804";"KUUSINIEMENTIE 1";="02710";"ESPOO";"KAUPPA";"ALEPA VIHERLAAKSO";="24 H AUKIOLO";="";"60.226520";"24.740901"
"P";="05741";"LÄHDERANTA 1";="02720";"ESPOO";"KAUPPA";"S-MARKET LÄHDERANTA";="24 H AUKIOLO";="";"60.241089";"24.741039"
"O";="05141";"ESPOONTIE 21";="02740";"ESPOO";"TAVARATALO";"IKEA ESPOO";="24 H AUKIOLO";="";"60.217289";"24.661199"
"P";="05737";"SOKINSUONTIE 4";="02760";"ESPOO";"KAUPPA";"K-MARKET SUVELA";="24 H AUKIOLO";="";"60.200282";"24.669826"
"O";="04813";"KAMREERINTIE 3";="02770";"ESPOO";"KAUPPAKESKUS";"ESPOONTORI /INSTRUMENTARIUM";="24 H AUKIOLO";="";"60.203750";"24.656450"
"EP";="05452";"KAMREERINTIE 3";="02770";"ESPOO";"KAUPPAKESKUS";"ESPOONTORI / HESBURGER";="LIIKETILAN AUKIOLO";="";"60.204120";"24.656310"
"T";="40070";"SILTAKATU 11";="02770";"ESPOO";"KAUPPAKESKUS";"ENTRESSE";="LIIKETILAN AUKIOLO";="";"60.203903";"24.658884"
"EP";="05617";"SUNANTIE 1";="02770";"ESPOO";"KAUPPA";"S-MARKET ESPOON KESKUS";="LIIKETILAN AUKIOLO";="";"60.204008";"24.660895"
"P";="05742";"VIRASTOPIHA 1";="02770";"ESPOO";"KAUPPA";"K-MARKET RESIINA";="24 H AUKIOLO";="";"60.205699";"24.655156"
"O";="04084";"KLIPPINKITIE 9";="02780";"ESPOO";"KAUPPA";"VALINTATALO KAUKLAHTI";="24 H AUKIOLO";="";"60.193200";"24.599887"
"P";="05761";"KOSKENTIE 6";="02880";"VEIKKOLA";"KAUPPA";"K-SUPERMARKET KIRKKONUMMI VEIKKOLA";="24 H AUKIOLO";="";"60.269400";"24.443860"
"O";="04923";"JUVANKARTANONTIE 33";="02920";"ESPOO";"KAUPPA";"S-MARKET JUVANKARTANO";="24 H AUKIOLO";="";"60.269919";"24.757262"
"O";="04495";"KYLÄNPORTTI 16";="02940";"ESPOO";"KAUPPA";"K-SUPERMARKET AURORANPORTTI";="24 H AUKIOLO";="";"60.240270";"24.700740"
"O";="04158";"NAARANPAJUNTIE 3";="03100";"NUMMELA";"TAVARATALO";"PRISMA NUMMELA";="24 H AUKIOLO";="";"60.330719";"24.320538"
"O";="04479";"TUUSANKAARI 1";="03100";"NUMMELA";"TAVARATALO";"K-CITYMARKET NUMMELA";="24 H AUKIOLO";="";"60.332303";"24.330265"
"T";="40096";"TUUSANKAARI 1";="03100";"NUMMELA";"TAVARATALO";"K-CITYMARKET NUMMELA";="LIIKETILAN AUKIOLO";="";"60.332510";"24.329710"
"O";="03887";"VIHDINTIE 3";="03100";"NUMMELA";"PANKIN KONTTORI";"OP NUMMELA";="24 H AUKIOLO";="";"60.335573";"24.321385"
"O";="04675";"VIHDINTIE 4";="03100";"NUMMELA";"PANKIN KONTTORI";"NORDEA NUMMELA";="24 H AUKIOLO";="";"60.335396";"24.320470"
"P";="05760";"KIRJAVANTIE 2";="03400";"VIHTI";"KAUPPA";"K-SUPERMARKET VIHTI KK";="24 H AUKIOLO";="";"60.417700";"24.326460"
"O";="03900";"MÄNTYLÄNKATU 1";="03600";"KARKKILA";"KAUPPA";"S-MARKET KARKKILA";="24 H AUKIOLO";="";"60.534434";"24.231589"
"T";="40100";"TAMMELANTIE 8";="03600";"KARKKILA";"PANKIN KONTTORI";"OP KARKKILA";="ITSEPALVELUALUEEN AUKIOLO";="ma-su klo 5:00-23:45";"60.536020";"24.211200"
"P";="05674";"MARTTILANTIE 2";="03850";"PUSULA";"LIIKEKIINTEISTÖ";"LIIKETILA";="24 H AUKIOLO";="";"60.473640";"23.981910"
"O";="04925";"ISO KYLÄTIE 21";="04130";"SIPOO";"PANKIN KONTTORI";"OP SIPOO";="24 H AUKIOLO";="";"60.376119";"25.268396"
"O";="05023";"ISO KYLÄTIE 25";="04130";"SIPOO";"PANKIN KONTTORI";"NORDEA SIPOO";="24 H AUKIOLO";="";"60.377127";"25.269017"
"P";="05847";"ALEKSIS KIVEN TIE 1";="04200";"KERAVA";"PANKIN KONTTORI";"NORDEA KERAVA";="24 H AUKIOLO";="";"60.403020";"25.100610"
"O";="04788";"ASEMANAUKIO";="04200";"KERAVA";"RAUTATIEASEMA";"RAUTATIEASEMA KERAVA";="24 H AUKIOLO";="";"60.404756";"25.104547"
"P";="05786";"KAUPPAKAARI 17";="04200";"KERAVA";"KAUPPA";"S-MARKET KERAVA";="24 H AUKIOLO";="";"60.403833";"25.098146"
"EP";="05630";"KAUPPAKAARI 2";="04200";"KERAVA";"TAVARATALO";"PRISMA KERAVA";="LIIKETILAN AUKIOLO";="";"60.402150";"25.103430"
"EP";="05631";"KAUPPAKAARI 2";="04200";"KERAVA";"TAVARATALO";"PRISMA KERAVA";="LIIKETILAN AUKIOLO";="";"60.402150";"25.103430"
